Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*;* La correspondencia de los códigos se encuentra descrito en la estructura del fichero.
2019S025762;08/07/2019;10:37;CALL. SERRANO / CALL. MARIA DE MOLINA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;07;
2019S025758;08/07/2019;7:55;AVDA. LOS ROSALES;200;VILLAVERDE;Colisión frontal;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;02;
2019S025950;09/07/2019;15:25;CALL. RODRIGUEZ MARIN;66;CHAMARTÍN;Colisión frontal;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;05;
2019S025841;09/07/2019;11:00;CALL. RAIMUNDO FERNANDEZ VILLAVERDE;67;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07;
2019S025968;10/07/2019;18:19;AVDA. CARTAGENA DE INDIAS / CALL. ISLAS VISAYAS;-;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;04;
2019S025926;10/07/2019;9:30;CRUCE C/ALCALA CON C/ TAMPICO;-;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;
2019S026089;11/07/2019;8:45;AV. ROSALES CON ROTONDA M-40;-;VILLAVERDE;Colisión lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;;
2019S026237;12/07/2019;13:45;CALL. RESINA;4;VILLAVERDE;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;05;
2019S026332;13/07/2019;22:00;AVDA. MANZANARES / PQUE. MADRID RIO;-;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;14;
2019S026332;13/07/2019;22:00;AVDA. MANZANARES / PQUE. MADRID RIO;-;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Peatón;DE 0 A 5 AÑOS;Hombre;01;
2019S026198;13/07/2019;15:25;CALL. MONTESA / CALL. JOSE ORTEGA Y GASSET;-;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;06;
2019S026280;14/07/2019;22:25;AVDA. ENTREVIAS / CALL. MENDEZ ALVARO;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;
2019S026335;14/07/2019;15:35;CALL. GENERAL RICARDOS / CALL. NUESTRA SEÑORA DE LA LUZ;-;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;06;
2019S026315;14/07/2019;12:45;PASEO. FERNAN NUÑEZ;1;RETIRO;Atropello a persona;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;07;
2019S026315;14/07/2019;12:45;PASEO. FERNAN NUÑEZ;1;RETIRO;Atropello a persona;Despejado;Bicicleta;Peatón;DE 15 A 17 AÑOS;Mujer;07;
2019S026301;14/07/2019;9:40;CALL. MARTINEZ DE LA RIVA / CALL. CACHERO;-;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;;
2019S026355;15/07/2019;18:50;CALL. O'DONNELL;18;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;05;
2019S026337;15/07/2019;16:35;CALL. HERMANOS CARPI / AVDA. PEÑA PRIETA;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;02;
2019S026510;16/07/2019;18:45;CALL. ARGANZUELA;16;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;02;
2019S026571;17/07/2019;22:00;CALL. GRAN VIA / CALL. CLAVEL;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;;
2019S027484;17/07/2019;20:10;PQUE. MADRID RIO, +00300E;-;LATINA;Atropello a persona;Despejado;Bicicleta;Conductor;DESCONOCIDA;;;
2019S027484;17/07/2019;20:10;PQUE. MADRID RIO, +00300E;-;LATINA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 0 A 5 AÑOS;Hombre;07;
2019S026582;17/07/2019;18:45;PASEO. DELICIAS;59;ARGANZUELA;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;
2019S026471;17/07/2019;11:43;AVDA. ALBUFERA / CALL. JOSE PAULETE;-;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;MAYOR DE 74 AÑOS;Hombre;07;
2019S026995;17/07/2019;10:00;PASEO. CASTELLANA;170;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;;
2019S026665;18/07/2019;21:00;CALL. MARQUES DE URQUIJO / CALL. FERRAZ;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07;
2019S026663;18/07/2019;18:45;CUSTA. VEGA;3;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;06;
2019S026666;18/07/2019;18:10;CALLE GOYA CON CALLE GENERAL PARDIÑAS;-;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;
2019S026745;20/07/2019;14:35;FRENTE FAROLA Nº 6;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;
2019S026739;20/07/2019;14:16;CARABANCHEL BAJO FAROLA 10;-;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;07;
2019S026840;21/07/2019;22:15;CALL. DOCTOR ESQUERDO;64;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;02;
2019S026865;21/07/2019;20:53;CALL. FUENCARRAL;16;CENTRO;Atropello a persona;LLuvia intensa;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;14;
2019S026865;21/07/2019;20:53;CALL. FUENCARRAL;16;CENTRO;Atropello a persona;LLuvia intensa;Bicicleta;Peatón;DE 50 A 54 AÑOS;Mujer;;
2019S026808;21/07/2019;12:10;CALL. PUERTO DE PORZUNA / CALL. CABEZA MESADA;-;VILLA DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Mujer;07;
2019S026886;22/07/2019;19:30;PASEO. RECOLETOS;13;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;01;
2019S026885;22/07/2019;19:00;CUSTA. VEGA;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;02;
2019S026841;22/07/2019;8:30;CALL. NAVARRA / CALL. PAMPLONA;-;TETUÁN;Caída;Nublado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Mujer;07;
2019S026842;22/07/2019;8:15;CALL. MANCHA;1;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;;
2019S026963;23/07/2019;20:45;GTA. EMILIO CASTELAR;0;SALAMANCA;Caída;Lluvia débil;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;01;
2019S027011;23/07/2019;19:50;PLAZA. MORERAS;1;MONCLOA-ARAVACA;Caída;LLuvia intensa;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;01;
2019S026924;23/07/2019;13:10;PASEO. CASTELLANA;86;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;05;
2019S027052;24/07/2019;22:40;GTA. ATOCHA-REINA SOFIA;-;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;01;
2019S027071;25/07/2019;11:05;EN CARRIL BICI;-;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;;
2019S027182;26/07/2019;21:45;CALL. AZUCENAS;6;TETUÁN;Colisión frontal;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;02;
2019S027325;26/07/2019;12:35;AVDA. DEMOCRACIA / AUTOV. A-3;-;VICÁLVARO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;14;
2019S027141;26/07/2019;11:50;PASEO. CASTELLANA;43;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;06;
2019S027278;27/07/2019;17:31;CALL. ALFONSO XII / CALL. CLAUDIO MOYANO;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;01;
2019S027303;28/07/2019;12:40;CALL. ALFONSO XII / CALL. CASADO DEL ALISAL;-;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;;
2019S027369;29/07/2019;13:15;CALL. MANZANARES / CALL. LINNEO;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07;
2019S027425;30/07/2019;23:05;CUESTA DE LA VEGA;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Mujer;07;
2019S027477;30/07/2019;20:40;AVDA. MEDITERRANEO / AUTOV. A-3;-;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07;
2019S027422;30/07/2019;20:40;CALL. DOCTOR ESQUERDO;9;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;01;
2019S027418;30/07/2019;19:05;CALL. SANTA MARIA LA REAL DE NIEVA;9;ARGANZUELA;Colisión frontal;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;01;
2019S027418;30/07/2019;19:05;CALL. SANTA MARIA LA REAL DE NIEVA;9;ARGANZUELA;Colisión frontal;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;14;
2019S027371;30/07/2019;8:15;AVDA. SUR DEL AEROPUERTO DE BARAJAS / AUTOV. M-22;-;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;02;
2019S027541;31/07/2019;22:00;CALL. GENOVA / CALL. ZURBANO;-;CHAMBERÍ;Alcance;;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;;
2019S027521;31/07/2019;10:15;PASEO. SANTA MARIA DE LA CABEZA / CALL. FRAY LUIS DE LEON;-;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;07;
2019S027558;01/08/2019;19:45;CMNO. POZO DEL TIO RAIMUNDO;25;VILLA DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;
2019S027511;01/08/2019;9:47;CALL. UNANIMIDAD / CALL. TERTULIA;-;VILLAVERDE;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;07;
2019S027608;02/08/2019;15:50;CALL. VIA LIMITE / CALL. ALCOLEA;-;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;02;
2019S027599;02/08/2019;11:35;CALL. MEJIA LEQUERICA / CALL. SAGASTA;-;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Mujer;01;
2019S027568;02/08/2019;3:01;CALL. SEGOVIA;43;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;05;
2019S027642;03/08/2019;3:30;CUSTA. VEGA;3;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;;
2019S027795;05/08/2019;22:00;CALL. CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;66;LATINA;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;03;
2019S027855;05/08/2019;20:15;AVDA. AVIACION / CTRA. BARRIO DE LA FORTUNA;-;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;02;
2019S027834;05/08/2019;16:33;CALL. LOPEZ DE HOYOS;100;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;DESCONOCIDA;;;
2019S027815;05/08/2019;12:35;CALL. CLAUDIO MOYANO;1;RETIRO;Atropello a persona;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;06;
2019S027815;05/08/2019;12:35;CALL. CLAUDIO MOYANO;1;RETIRO;Atropello a persona;Despejado;Bicicleta;Peatón;MAYOR DE 74 AÑOS;Hombre;06;
2019S027825;06/08/2019;11:30;CARRIL BICI INTERIOR PARQUE LINEAL DEL MANZANARES;-;VILLAVERDE;Caída;Despejado;Bicicleta;Conductor;DE 70 A 74 AÑOS;Hombre;05;
2019S027813;06/08/2019;7:04;PASEO. PRADO / CALL. ALCALA;-;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;;
2019S027887;07/08/2019;8:02;CALL. FRANCISCO UMBRAL / CALL. VIA DE DUBLIN;-;BARAJAS;Colisión frontal;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07;
2019S027955;07/08/2019;3:30;CALL. MARAVEDI;12;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;01;
2019S027992;08/08/2019;22:25;CALL. ARROYO DE LA MEDIA LEGUA;43;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;03;
2019S028042;08/08/2019;21:30;AVDA. HOSPITALIDAD;3;LATINA;Caída;Despejado;Bicicleta;Conductor;MAYOR DE 74 AÑOS;Hombre;02;
2019S027988;08/08/2019;19:10;CALL. LADERA DE LOS ALMENDROS / CALL. RAYA;-;VICÁLVARO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07;
2019S028005;08/08/2019;11:10;CTRA. COLMENAR VIEJO;0;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;06;
2019S028044;09/08/2019;16:25;CALL. SANTA ESCOLASTICA, 1 (POSTERIOR APARCAMIENTO;-;VILLAVERDE;Caída;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;06;
2019S028132;10/08/2019;12:15;CALL. ISABEL COLBRAND / CALL. PALAS DE REY;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;
2019S028487;14/08/2019;18:40;ANILLO VERDE CICLISTA, PKM 32;-;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;01;
2019S028354;15/08/2019;17:05;GLORIETA SOBRE M-40;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;02;
2019S028337;15/08/2019;13:05;CALLE ALCALA 149;-;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;;
2019S028644;16/08/2019;21:02;AVDA. MANZANARES / CALL. SAN GRACIANO;-;USERA;Caída;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Mujer;01;
2019S028541;19/08/2019;18:35;CALL. VELAZQUEZ;69;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;07;
2019S028515;19/08/2019;13:15;CALL. ARROYO BELINCOSO;9;MORATALAZ;Colisión lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;
2019S028640;20/08/2019;21:40;CMNO. ROBLEDAL;2;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;14;
2019S028640;20/08/2019;21:40;CMNO. ROBLEDAL;2;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;05;
2019S028597;20/08/2019;18:32;PASEO. REPUBLICA DE CUBA;6;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;05;
2019S028597;20/08/2019;18:32;PASEO. REPUBLICA DE CUBA;6;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 6 A 9 AÑOS;Hombre;14;
2019S028647;21/08/2019;19:45;CALL. PRINCIPE DE VERGARA / CALL. HERMOSILLA;-;SALAMANCA;Colisión lateral;;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;;
2019S028869;21/08/2019;13:20;CALL. MARCELO USERA / CALL. SAN ANTONIO DE PADUA;-;USERA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;;
2019S028686;22/08/2019;14:50;AVDA. PEÑA PRIETA / CALL. MENDIVIL;-;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;06;
2019S028666;22/08/2019;6:10;CALL. BRAVO MURILLO / CALL. VIRIATO;-;CHAMBERÍ;Otro;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;06;
2019S028861;23/08/2019;13:30;AVDA. POBLADOS / AUTOV. A-42;-;USERA;Colisión frontal;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;02;
2019S028835;24/08/2019;20:10;CTRA. ZARZON;6;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;06;
2019S028835;24/08/2019;20:10;CTRA. ZARZON;6;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 6 A 9 AÑOS;Hombre;14;
2019S028878;25/08/2019;20:40;PASEO. ERMITA DEL SANTO;80;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Conductor;DE 6 A 9 AÑOS;Hombre;14;
2019S028878;25/08/2019;20:40;PASEO. ERMITA DEL SANTO;80;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Peatón;DE 50 A 54 AÑOS;Mujer;06;
2019S028881;25/08/2019;19:10;CALL. SERRANO;30;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07;
2019S028932;26/08/2019;15:30;PASEO. CAMOENS Y VALERO;2;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Nublado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;06;
2019S029547;27/08/2019;21:45;CALL. ATOCHA / PLAZA. EMPERADOR CARLOS V;-;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;05;
2019S029005;27/08/2019;20:05;PASEO. PONTONES / PASEO. MELANCOLICOS;-;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;01;
2019S029018;28/08/2019;13:00;PASEO. GENERAL MARTINEZ CAMPOS;41;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;02;
2019S028983;28/08/2019;10:50;CALL. FUENTE CARRANTONA;61;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;07;
2019S028983;28/08/2019;10:50;CALL. FUENTE CARRANTONA;61;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;
2019S028981;28/08/2019;9:35;CALL. CONDE DE PEÑALVER;68;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;
2019S029079;29/08/2019;22:45;CALL. LUCHANA;30;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;14;
2019S029101;29/08/2019;14:45;PASEO. ALBERTO PALACIOS;11;VILLAVERDE;Atropello a persona;Despejado;Bicicleta;Conductor;DESCONOCIDA;;;
2019S029101;29/08/2019;14:45;PASEO. ALBERTO PALACIOS;11;VILLAVERDE;Atropello a persona;Despejado;Bicicleta;Peatón;DE 0 A 5 AÑOS;Hombre;07;
2019S029022;29/08/2019;8:00;CALL. CAMPEZO / CALL. LAGUARDIA;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;06;
2019S029033;29/08/2019;2:35;CALL. SEGOVIA / RONDA. SEGOVIA;-;ARGANZUELA;Colisión fronto-lateral;;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;;
2019S029200;30/08/2019;21:40;CALL. PRINCESA;31;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;05;
2019S029561;30/08/2019;16:45;CALL. MARQUES DE CUBAS;18;CENTRO;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;02;
2019S029285;31/08/2019;21:50;CALL. RAMON GOMEZ DE LA SERNA; 9A;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;07;
2019S029210;31/08/2019;19:10;"CAMINO EN ZONA DENOMIDADA COMO ""ESPACIO MÉXICO""";-;BARAJAS;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07;
2019S029194;31/08/2019;13:35;AUTOV. A-42, +00500S;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;06;
