PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANIO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;38;1;28079038_1_38;2019;10;02;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00008;V;00009;V;00009;V;00007;V;00007;V;00007;V;00007;V;00007;V;00006;V;00006;V;00006;V;00006;V;00007;V;00000;N;00000;N;00000;N;00000;N
28;079;38;7;28079038_7_8;2019;10;02;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00009;V;00029;V;00039;V;00025;V;00020;V;00018;V;00014;V;00016;V;00012;V;00017;V;00014;V;00012;V;00023;V;00000;N;00000;N;00000;N;00000;N
28;079;38;8;28079038_8_8;2019;10;02;00011;V;00004;V;00005;V;00004;V;00004;V;00005;V;00015;V;00032;V;00059;V;00061;V;00042;V;00035;V;00032;V;00032;V;00029;V;00027;V;00034;V;00033;V;00032;V;00066;V;00000;N;00000;N;00000;N;00000;N
28;079;38;9;28079038_9_47;2019;10;02;00002;V;00002;V;00002;V;00003;V;00001;V;00002;V;00003;V;00001;V;00002;V;00009;V;00007;V;00001;V;00002;V;00006;V;00013;V;00011;V;00005;V;00004;V;00004;V;00005;V;00000;N;00000;N;00000;N;00000;N
28;079;38;10;28079038_10_47;2019;10;02;00008;V;00009;V;00009;V;00008;V;00006;V;00007;V;00008;V;00004;V;00008;V;00018;V;00017;V;00011;V;00010;V;00016;V;00023;V;00018;V;00011;V;00009;V;00012;V;00016;V;00000;N;00000;N;00000;N;00000;N
28;079;38;12;28079038_12_8;2019;10;02;00015;V;00005;V;00006;V;00005;V;00005;V;00006;V;00019;V;00045;V;00104;V;00121;V;00080;V;00066;V;00059;V;00054;V;00053;V;00046;V;00060;V;00054;V;00050;V;00101;V;00000;N;00000;N;00000;N;00000;N
28;079;38;20;28079038_20_59;2019;10;02;000.7;V;000.5;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.6;V;001.4;V;001.7;V;001.6;V;001.8;V;001.7;V;001.8;V;001.7;V;001.3;V;001.4;V;001.3;V;001.6;V;00000;N;00000;N;00000;N;00000;N
28;079;38;30;28079038_30_59;2019;10;02;000.3;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.5;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.3;V;00000;N;00000;N;00000;N;00000;N
28;079;38;35;28079038_35_59;2019;10;02;004.0;V;003.9;V;003.4;V;003.5;V;003.5;V;003.2;V;003.3;V;003.4;V;003.8;V;004.0;V;004.6;V;006.5;V;005.3;V;004.4;V;004.1;V;004.1;V;004.0;V;004.1;V;004.3;V;004.4;V;00000;N;00000;N;00000;N;00000;N
28;079;39;6;28079039_6_48;2019;10;02;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;001.2;V;001.1;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;00000;N;00000;N;00000;N;00000;N
28;079;39;7;28079039_7_8;2019;10;02;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00011;V;00021;V;00010;V;00005;V;00005;V;00006;V;00005;V;00004;V;00005;V;00002;V;00002;V;00002;V;00001;V;00000;N;00000;N;00000;N;00000;N
28;079;39;8;28079039_8_8;2019;10;02;00005;V;00003;V;00003;V;00003;V;00003;V;00004;V;00015;V;00049;V;00065;V;00044;V;00022;V;00021;V;00023;V;00018;V;00017;V;00015;V;00010;V;00018;V;00022;V;00034;V;00000;N;00000;N;00000;N;00000;N
28;079;39;12;28079039_12_8;2019;10;02;00007;V;00004;V;00004;V;00004;V;00005;V;00005;V;00018;V;00066;V;00098;V;00060;V;00030;V;00029;V;00031;V;00026;V;00024;V;00023;V;00012;V;00021;V;00025;V;00036;V;00000;N;00000;N;00000;N;00000;N
28;079;39;14;28079039_14_6;2019;10;02;89.28;V;88.92;V;84.24;V;78.46;V;76.86;V;76.22;V;68.89;V;37.19;V;25.76;V;40.92;V;62.43;V;64.30;V;67.89;V;78.33;V;86.27;V;94.36;V;96.63;V;89.56;V;80.69;V;66.94;V;00000;N;00000;N;00000;N;00000;N
28;079;40;1;28079040_1_38;2019;10;02;00009;V;00009;V;00009;V;00009;V;00009;V;00009;V;00009;V;00009;V;00009;V;00009;V;00009;V;00009;V;00009;V;00009;V;00008;V;00009;V;00008;V;00008;V;00008;V;00008;V;00000;N;00000;N;00000;N;00000;N
28;079;40;7;28079040_7_8;2019;10;02;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00003;V;00006;V;00016;V;00021;V;00012;V;00013;V;00006;V;00007;V;00004;V;00007;V;00003;V;00004;V;00003;V;00003;V;00000;N;00000;N;00000;N;00000;N
28;079;40;8;28079040_8_8;2019;10;02;00013;V;00011;V;00005;V;00005;V;00005;V;00009;V;00019;V;00036;V;00058;V;00060;V;00040;V;00038;V;00019;V;00020;V;00015;V;00022;V;00014;V;00018;V;00018;V;00029;V;00000;N;00000;N;00000;N;00000;N
28;079;40;10;28079040_10_47;2019;10;02;00008;V;00010;V;00014;V;00011;V;00008;V;00005;V;00006;V;00014;V;00015;V;00025;V;00015;V;00019;V;00007;V;00006;V;00005;V;00008;V;00004;V;00007;V;00016;V;00014;V;00000;N;00000;N;00000;N;00000;N
28;079;40;12;28079040_12_8;2019;10;02;00015;V;00014;V;00007;V;00006;V;00006;V;00010;V;00024;V;00046;V;00082;V;00092;V;00059;V;00057;V;00028;V;00031;V;00022;V;00033;V;00018;V;00025;V;00023;V;00034;V;00000;N;00000;N;00000;N;00000;N
28;079;47;7;28079047_7_8;2019;10;02;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00005;V;00008;V;00009;V;00006;V;00004;V;00004;V;00002;V;00002;V;00002;V;00003;V;00004;V;00000;N;00000;N;00000;N;00000;N
28;079;47;8;28079047_8_8;2019;10;02;00016;V;00013;V;00006;V;00005;V;00004;V;00007;V;00013;V;00027;V;00045;V;00045;V;00037;V;00033;V;00026;V;00019;V;00021;V;00017;V;00019;V;00021;V;00030;V;00042;V;00000;N;00000;N;00000;N;00000;N
28;079;47;9;28079047_9_47;2019;10;02;00014;V;00015;V;00012;V;00015;V;00009;V;00027;V;00025;V;00009;V;00010;V;00009;V;00020;V;00015;V;00014;V;00015;V;00012;V;00015;V;00013;V;00015;V;00007;V;00014;V;00000;N;00000;N;00000;N;00000;N
28;079;47;10;28079047_10_47;2019;10;02;00020;V;00021;V;00016;V;00020;V;00014;V;00029;V;00028;V;00014;V;00015;V;00017;V;00028;V;00020;V;00021;V;00023;V;00020;V;00021;V;00018;V;00020;V;00012;V;00020;V;00000;N;00000;N;00000;N;00000;N
28;079;47;12;28079047_12_8;2019;10;02;00017;V;00015;V;00007;V;00006;V;00006;V;00008;V;00014;V;00028;V;00049;V;00053;V;00048;V;00046;V;00036;V;00025;V;00027;V;00020;V;00022;V;00025;V;00035;V;00048;V;00000;N;00000;N;00000;N;00000;N
28;079;48;7;28079048_7_8;2019;10;02;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00009;V;00019;V;00020;V;00004;V;00004;V;00004;V;00004;V;00004;V;00003;V;00003;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N
28;079;48;8;28079048_8_8;2019;10;02;00009;V;00005;V;00002;V;00001;V;00001;V;00003;V;00011;V;00037;V;00054;V;00047;V;00019;V;00019;V;00014;V;00015;V;00017;V;00012;V;00011;V;00007;V;00010;V;00018;V;00000;N;00000;N;00000;N;00000;N
28;079;48;9;28079048_9_47;2019;10;02;00006;V;00004;V;00006;V;00006;V;00005;V;00008;V;00003;V;00002;V;00004;V;00005;V;00007;V;00006;V;00005;V;00016;V;00008;V;00005;V;00005;V;00009;V;00001;V;00005;V;00000;N;00000;N;00000;N;00000;N
28;079;48;10;28079048_10_47;2019;10;02;00010;V;00009;V;00012;V;00010;V;00010;V;00013;V;00008;V;00007;V;00012;V;00014;V;00016;V;00011;V;00011;V;00022;V;00015;V;00011;V;00009;V;00014;V;00003;V;00007;V;00000;N;00000;N;00000;N;00000;N
28;079;48;12;28079048_12_8;2019;10;02;00011;V;00006;V;00004;V;00003;V;00003;V;00004;V;00013;V;00050;V;00083;V;00078;V;00025;V;00025;V;00020;V;00022;V;00023;V;00016;V;00015;V;00009;V;00012;V;00019;V;00000;N;00000;N;00000;N;00000;N
28;079;49;7;28079049_7_8;2019;10;02;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00005;V;00008;V;00004;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N
28;079;49;8;28079049_8_8;2019;10;02;00006;V;00004;V;00003;V;00002;V;00002;V;00003;V;00006;V;00017;V;00037;V;00034;V;00031;V;00031;V;00012;V;00013;V;00012;V;00011;V;00008;V;00007;V;00010;V;00014;V;00000;N;00000;N;00000;N;00000;N
28;079;49;12;28079049_12_8;2019;10;02;00008;V;00006;V;00004;V;00003;V;00004;V;00005;V;00008;V;00018;V;00039;V;00042;V;00044;V;00038;V;00014;V;00015;V;00013;V;00012;V;00009;V;00009;V;00011;V;00015;V;00000;N;00000;N;00000;N;00000;N
28;079;49;14;28079049_14_6;2019;10;02;75.97;V;76.60;V;72.02;V;75.74;V;71.86;V;69.30;V;66.68;V;54.10;V;33.38;V;34.15;V;51.32;V;49.58;V;66.90;V;69.59;V;78.47;V;85.34;V;89.27;V;86.68;V;80.85;V;67.50;V;00000;N;00000;N;00000;N;00000;N
28;079;50;7;28079050_7_8;2019;10;02;00003;V;00002;V;00002;V;00003;V;00001;V;00004;V;00018;V;00063;V;00056;V;00056;V;00011;V;00005;V;00013;V;00012;V;00015;V;00013;V;00011;V;00006;V;00002;V;00003;V;00000;N;00000;N;00000;N;00000;N
28;079;50;8;28079050_8_8;2019;10;02;00008;V;00005;V;00004;V;00004;V;00003;V;00007;V;00028;V;00071;V;00072;V;00066;V;00023;V;00015;V;00024;V;00022;V;00026;V;00023;V;00022;V;00017;V;00017;V;00031;V;00000;N;00000;N;00000;N;00000;N
28;079;50;9;28079050_9_47;2019;10;02;00005;V;00008;V;00012;V;00006;V;00002;V;00002;V;00006;V;00005;V;00007;V;00007;V;00009;V;00005;V;00004;V;00022;V;00002;V;00001;V;00003;V;00006;V;00006;V;00006;V;00000;N;00000;N;00000;N;00000;N
28;079;50;10;28079050_10_47;2019;10;02;00013;V;00016;V;00020;V;00015;V;00010;V;00008;V;00014;V;00015;V;00019;V;00021;V;00021;V;00015;V;00012;V;00030;V;00007;V;00008;V;00011;V;00015;V;00014;V;00013;V;00000;N;00000;N;00000;N;00000;N
28;079;50;12;28079050_12_8;2019;10;02;00012;V;00008;V;00006;V;00008;V;00005;V;00012;V;00057;V;00167;V;00157;V;00153;V;00040;V;00023;V;00045;V;00041;V;00048;V;00042;V;00038;V;00027;V;00020;V;00035;V;00000;N;00000;N;00000;N;00000;N
28;079;54;7;28079054_7_8;2019;10;02;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00010;V;00023;V;00020;V;00010;V;00003;V;00002;V;00002;V;00002;V;00003;V;00003;V;00004;V;00004;V;00000;N;00000;N;00000;N;00000;N
28;079;54;8;28079054_8_8;2019;10;02;00016;V;00013;V;00010;V;00011;V;00010;V;00011;V;00020;V;00033;V;00067;V;00077;V;00060;V;00039;V;00021;V;00021;V;00020;V;00021;V;00025;V;00025;V;00031;V;00045;V;00000;N;00000;N;00000;N;00000;N
28;079;54;12;28079054_12_8;2019;10;02;00018;V;00015;V;00012;V;00012;V;00012;V;00013;V;00021;V;00034;V;00081;V;00112;V;00091;V;00053;V;00025;V;00024;V;00023;V;00024;V;00029;V;00029;V;00037;V;00051;V;00000;N;00000;N;00000;N;00000;N
28;079;54;14;28079054_14_6;2019;10;02;71.27;V;76.23;V;75.80;V;73.52;V;70.24;V;67.11;V;59.79;V;46.92;V;21.71;V;19.32;V;34.35;V;51.76;V;67.66;V;73.13;V;77.39;V;84.09;V;80.70;V;79.45;V;72.25;V;56.63;V;00000;N;00000;N;00000;N;00000;N
28;079;55;7;28079055_7_8;2019;10;02;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00006;V;00092;V;00075;V;00020;V;00005;V;00005;V;00004;V;00003;V;00003;V;00003;V;00003;V;00004;V;00003;V;00000;N;00000;N;00000;N;00000;N
28;079;55;8;28079055_8_8;2019;10;02;00043;V;00035;V;00009;V;00003;V;00003;V;00006;V;00023;V;00045;V;00086;V;00071;V;00044;V;00015;V;00014;V;00014;V;00009;V;00012;V;00013;V;00014;V;00019;V;00029;V;00000;N;00000;N;00000;N;00000;N
28;079;55;10;28079055_10_47;2019;10;02;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00002;V;00002;V;00001;V;00012;V;00015;V;00012;V;00004;V;00007;V;00004;V;00005;V;00001;V;00013;V;00000;N;00000;N;00000;N;00000;N
28;079;55;12;28079055_12_8;2019;10;02;00048;V;00037;V;00010;V;00004;V;00005;V;00008;V;00026;V;00055;V;00226;V;00185;V;00075;V;00022;V;00021;V;00020;V;00013;V;00017;V;00017;V;00019;V;00025;V;00034;V;00000;N;00000;N;00000;N;00000;N
28;079;55;20;28079055_20_59;2019;10;02;000.4;V;001.9;V;002.8;V;001.8;V;001.1;V;000.7;V;000.5;V;000.7;V;000.8;V;001.7;V;001.4;V;000.6;V;000.2;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.1;V;00000;N;00000;N;00000;N;00000;N
28;079;55;30;28079055_30_59;2019;10;02;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.3;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.9;V;00000;N;00000;N;00000;N;00000;N
28;079;55;35;28079055_35_59;2019;10;02;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;00000;N;00000;N;00000;N;00000;N
28;079;55;42;28079055_42_2;2019;10;02;01.53;V;01.55;V;01.51;V;01.50;V;01.50;V;01.51;V;01.51;V;01.54;V;01.72;V;01.85;V;01.64;V;01.53;V;01.51;V;01.51;V;01.51;V;01.50;V;01.50;V;01.51;V;01.51;V;01.52;V;00000;N;00000;N;00000;N;00000;N
28;079;55;43;28079055_43_2;2019;10;02;01.39;V;01.40;V;01.39;V;01.41;V;01.40;V;01.40;V;01.39;V;01.40;V;01.48;V;01.60;V;01.47;V;01.40;V;01.38;V;01.38;V;01.36;V;01.35;V;01.36;V;01.36;V;01.36;V;01.38;V;00000;N;00000;N;00000;N;00000;N
28;079;55;44;28079055_44_2;2019;10;02;00.13;V;00.15;V;00.12;V;00.09;V;00.10;V;00.11;V;00.12;V;00.14;V;00.24;V;00.24;V;00.17;V;00.13;V;00.13;V;00.14;V;00.15;V;00.16;V;00.15;V;00.15;V;00.15;V;00.14;V;00000;N;00000;N;00000;N;00000;N
28;079;56;6;28079056_6_48;2019;10;02;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;N;000.2;V;000.2;V;000.2;V;000.1;V;000.1;V;000.2;V;000.3;V;000.3;V;00000;N;00000;N;00000;N;00000;N
28;079;56;7;28079056_7_8;2019;10;02;00006;V;00005;V;00004;V;00005;V;00005;V;00005;V;00007;V;00010;V;00018;V;00021;V;00025;V;00019;N;00029;V;00023;V;00020;V;00013;V;00015;V;00021;V;00049;V;00037;V;00000;N;00000;N;00000;N;00000;N
28;079;56;8;28079056_8_8;2019;10;02;00018;V;00009;V;00007;V;00011;V;00006;V;00006;V;00018;V;00028;V;00047;V;00045;V;00045;V;00037;N;00046;V;00038;V;00035;V;00028;V;00033;V;00048;V;00075;V;00086;V;00000;N;00000;N;00000;N;00000;N
28;079;56;9;28079056_9_47;2019;10;02;00005;V;00006;V;00010;V;00007;V;00007;V;00003;V;00002;V;00003;V;00006;V;00008;V;00003;V;00008;N;00006;V;00008;V;00006;V;00005;V;00007;V;00005;V;00007;V;00009;V;00000;N;00000;N;00000;N;00000;N
28;079;56;10;28079056_10_47;2019;10;02;00009;V;00010;V;00014;V;00012;V;00011;V;00007;V;00006;V;00007;V;00010;V;00014;V;00010;V;00014;N;00015;V;00014;V;00013;V;00011;V;00012;V;00009;V;00011;V;00013;V;00000;N;00000;N;00000;N;00000;N
28;079;56;12;28079056_12_8;2019;10;02;00027;V;00016;V;00013;V;00019;V;00013;V;00014;V;00029;V;00044;V;00075;V;00077;V;00082;V;00066;N;00090;V;00073;V;00065;V;00048;V;00056;V;00080;V;00150;V;00143;V;00000;N;00000;N;00000;N;00000;N
28;079;56;14;28079056_14_6;2019;10;02;72.41;V;83.32;V;82.21;V;74.18;V;77.36;V;76.47;V;64.41;V;54.20;V;36.27;V;37.03;V;60.42;N;51.39;N;51.22;V;61.22;V;69.81;V;80.06;V;81.02;V;67.98;V;52.28;V;31.15;V;00000;N;00000;N;00000;N;00000;N
28;079;57;1;28079057_1_38;2019;10;02;00006;V;00007;V;00006;V;00007;V;00008;V;00007;V;00007;V;00007;V;00007;V;00008;V;00008;V;00007;V;00005;V;00004;V;00003;V;00003;V;00003;V;00004;V;00004;V;00004;V;00000;N;00000;N;00000;N;00000;N
28;079;57;6;28079057_6_48;2019;10;02;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;00000;N;00000;N;00000;N;00000;N
28;079;57;7;28079057_7_8;2019;10;02;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00018;V;00014;V;00004;V;00005;V;00005;V;00005;V;00004;V;00003;V;00004;V;00005;V;00005;V;00007;V;00000;N;00000;N;00000;N;00000;N
28;079;57;8;28079057_8_8;2019;10;02;00006;V;00005;V;00005;V;00005;V;00005;V;00006;V;00014;V;00042;V;00072;V;00050;V;00013;V;00017;V;00014;V;00012;V;00012;V;00010;V;00011;V;00014;V;00017;V;00027;V;00000;N;00000;N;00000;N;00000;N
28;079;57;10;28079057_10_47;2019;10;02;00006;V;00016;V;00013;V;00009;V;00006;V;00006;V;00005;V;00008;V;00012;V;00015;V;00017;V;00014;V;00009;V;00007;V;00004;V;00008;V;00004;V;00007;V;00007;V;00007;V;00000;N;00000;N;00000;N;00000;N
28;079;57;12;28079057_12_8;2019;10;02;00008;V;00007;V;00006;V;00006;V;00006;V;00007;V;00015;V;00047;V;00099;V;00071;V;00019;V;00025;V;00022;V;00019;V;00018;V;00015;V;00016;V;00021;V;00024;V;00038;V;00000;N;00000;N;00000;N;00000;N
28;079;58;7;28079058_7_8;2019;10;02;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00003;V;00002;V;00003;V;00003;V;00003;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N
28;079;58;8;28079058_8_8;2019;10;02;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00009;V;00014;V;00019;V;00021;V;00011;V;00016;V;00013;V;00014;V;00014;V;00007;V;00005;V;00005;V;00007;V;00010;V;00000;N;00000;N;00000;N;00000;N
28;079;58;12;28079058_12_8;2019;10;02;00005;V;00004;V;00004;V;00004;V;00004;V;00005;V;00010;V;00018;V;00021;V;00025;V;00013;V;00021;V;00017;V;00018;V;00017;V;00009;V;00006;V;00007;V;00008;V;00011;V;00000;N;00000;N;00000;N;00000;N
28;079;58;14;28079058_14_6;2019;10;02;86.09;V;82.98;V;79.37;V;76.97;V;72.86;V;73.19;V;67.77;V;62.84;V;52.53;V;50.13;V;64.15;V;64.02;V;70.21;V;74.43;V;80.90;V;93.27;V;97.48;V;92.21;V;87.13;V;79.96;V;00000;N;00000;N;00000;N;00000;N
28;079;59;7;28079059_7_8;2019;10;02;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00007;V;00029;V;00007;V;00004;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N
28;079;59;8;28079059_8_8;2019;10;02;00006;V;00006;V;00004;V;00005;V;00006;V;00006;V;00014;V;00038;V;00058;V;00064;V;00025;V;00012;V;00008;V;00006;V;00004;V;00003;V;00004;V;00004;V;00007;V;00014;V;00000;N;00000;N;00000;N;00000;N
28;079;59;12;28079059_12_8;2019;10;02;00007;V;00007;V;00006;V;00006;V;00008;V;00007;V;00015;V;00043;V;00069;V;00109;V;00035;V;00017;V;00012;V;00009;V;00006;V;00004;V;00005;V;00005;V;00008;V;00015;V;00000;N;00000;N;00000;N;00000;N
28;079;59;14;28079059_14_6;2019;10;02;78.17;V;77.64;V;75.21;V;72.31;V;69.49;V;68.69;V;63.02;V;41.00;V;17.47;V;18.61;V;45.85;V;58.54;V;66.69;V;73.07;V;80.58;V;83.02;V;82.41;V;82.55;V;78.55;V;68.70;V;00000;N;00000;N;00000;N;00000;N
28;079;60;7;28079060_7_8;2019;10;02;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00006;V;00006;V;00001;V;00003;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N
28;079;60;8;28079060_8_8;2019;10;02;00009;V;00009;V;00009;V;00009;V;00009;V;00009;V;00012;V;00018;V;00022;V;00017;V;00009;V;00014;V;00013;V;00009;V;00008;V;00008;V;00009;V;00009;V;00010;V;00014;V;00000;N;00000;N;00000;N;00000;N
28;079;60;10;28079060_10_47;2019;10;02;00009;V;00010;V;00010;V;00012;V;00005;V;00003;V;00002;V;00007;V;00007;V;00011;V;00011;V;00011;V;00005;V;00004;V;00003;V;00002;V;00003;V;00006;V;00010;V;00009;V;00000;N;00000;N;00000;N;00000;N
28;079;60;12;28079060_12_8;2019;10;02;00010;V;00010;V;00010;V;00010;V;00011;V;00010;V;00013;V;00020;V;00031;V;00027;V;00011;V;00019;V;00015;V;00011;V;00010;V;00009;V;00010;V;00011;V;00011;V;00016;V;00000;N;00000;N;00000;N;00000;N
28;079;60;14;28079060_14_6;2019;10;02;91.40;V;89.63;V;84.90;V;80.46;V;78.29;V;77.30;V;69.66;V;54.47;V;39.60;V;47.16;V;70.09;V;64.99;V;70.43;V;86.97;V;93.07;V;95.48;V;93.90;V;92.00;V;88.16;V;78.43;V;00000;N;00000;N;00000;N;00000;N
