Latitud,Longitud,Nombre,Municipio,uri
36.058835898680904,-5.660460894478855,La Peña,TARIFA,http://apirtod.dipucadiz.es/api/datos/miradores/23.csv
36.35795970895608,-5.641523949560257,Viaducto del Jautor,ALCALA DE LOS GAZULES,http://apirtod.dipucadiz.es/api/datos/miradores/19.csv
36.89559734332814,-5.4160276606369715,De Poniente,ALGODONALES,http://apirtod.dipucadiz.es/api/datos/miradores/17.csv
36.61492727883193,-6.058570459802283,Laguna de Medina,JEREZ DE LA FRONTERA,http://apirtod.dipucadiz.es/api/datos/miradores/16.csv
36.46416326273366,-6.240299198237281,Salina Dolores,CADIZ,http://apirtod.dipucadiz.es/api/datos/miradores/13.csv
36.755531728379275,-5.394816982988893,Puerto del Boyar,GRAZALEMA,http://apirtod.dipucadiz.es/api/datos/miradores/12.csv
36.84723157660564,-5.331965752111262,Lagarín,GASTOR (EL),http://apirtod.dipucadiz.es/api/datos/miradores/6.csv
36.800944904151,-5.3899548589949475,Del Pinar,GRAZALEMA,http://apirtod.dipucadiz.es/api/datos/miradores/5.csv
36.53597311153507,-5.651430011433355,Puerto de las Palomas,ALCALA DE LOS GAZULES,http://apirtod.dipucadiz.es/api/datos/miradores/2.csv
36.050128926980314,-5.506136019676224,Cerro del Tambor,TARIFA,http://apirtod.dipucadiz.es/api/datos/miradores/24.csv
36.10029803054883,-5.793212608509987,Cueva del Moro,TARIFA,http://apirtod.dipucadiz.es/api/datos/miradores/22.csv
36.09574816375966,-5.799638211504076,Monte Camarinal,TARIFA,http://apirtod.dipucadiz.es/api/datos/miradores/21.csv
36.2451896746902,-5.9569577750287195,Las Quebradas,VEJER DE LA FRONTERA,http://apirtod.dipucadiz.es/api/datos/miradores/20.csv
36.17865723841805,-5.972770664600705,Del Acantilado,BARBATE,http://apirtod.dipucadiz.es/api/datos/miradores/18.csv
36.31121084677978,-5.45055959732382,La Calzada,CASTELLAR DE LA FRONTERA,http://apirtod.dipucadiz.es/api/datos/miradores/15.csv
36.525611105117115,-5.63493413055036,Puerto de las Calabazas,ALCALA DE LOS GAZULES,http://apirtod.dipucadiz.es/api/datos/miradores/14.csv
36.78712354790247,-5.376968598348378,Puerto de las Palomas,GRAZALEMA,http://apirtod.dipucadiz.es/api/datos/miradores/11.csv
36.61976019093424,-5.456000026060075,Mojón de la Víbora,UBRIQUE,http://apirtod.dipucadiz.es/api/datos/miradores/10.csv
36.14052714238674,-5.519176220994246,Hoyo de Don Pedro,BARRIOS (LOS),http://apirtod.dipucadiz.es/api/datos/miradores/9.csv
36.68446254997542,-5.423175238696933,Cintillo y Aguas Nuevas,BENAOCAZ,http://apirtod.dipucadiz.es/api/datos/miradores/8.csv
36.760255494740655,-5.365669576931268,Asomadero de Grazalema,GRAZALEMA,http://apirtod.dipucadiz.es/api/datos/miradores/7.csv
36.10448301080499,-5.524048190840114,Cabecera del río de la Miel,ALGECIRAS,http://apirtod.dipucadiz.es/api/datos/miradores/4.csv
36.447092838925414,-5.474463717957245,Puerto de las Asomadillas,JIMENA DE LA FRONTERA,http://apirtod.dipucadiz.es/api/datos/miradores/3.csv
36.14393132634636,-5.594281183063973,Puerto de Ojén,BARRIOS (LOS),http://apirtod.dipucadiz.es/api/datos/miradores/1.csv
36.14017663859725,-5.700501633089007,Mirador de La Janda,TARIFA,http://apirtod.dipucadiz.es/api/datos/miradores/55.csv
36.85637312557857,-5.332032323203396,Los Peñoncillos,GASTOR (EL),http://apirtod.dipucadiz.es/api/datos/miradores/54.csv
36.880420245008324,-5.4096927273301905,Mirador,ALGODONALES,http://apirtod.dipucadiz.es/api/datos/miradores/53.csv
36.22506806440956,-5.926492824499632,Marismas del Barbate,BARBATE,http://apirtod.dipucadiz.es/api/datos/miradores/37.csv
36.194629008253564,-6.013710596797659,De Trafalgar,BARBATE,http://apirtod.dipucadiz.es/api/datos/miradores/36.csv
36.545925479393205,-6.207134999905244,Pinar de La Algaida,PUERTO REAL,http://apirtod.dipucadiz.es/api/datos/miradores/35.csv
36.53936347567579,-6.228314488272892,Playa de Levante,PUERTO DE SANTA MARIA (EL),http://apirtod.dipucadiz.es/api/datos/miradores/34.csv
36.536558807350865,-6.22415458079271,Los Toruños,PUERTO DE SANTA MARIA (EL),http://apirtod.dipucadiz.es/api/datos/miradores/33.csv
36.381865044239646,-5.74221500668559,Embalse de Barbate,ALCALA DE LOS GAZULES,http://apirtod.dipucadiz.es/api/datos/miradores/26.csv
36.745008718489586,-5.800932742310446,San Agustín,ARCOS DE LA FRONTERA,http://apirtod.dipucadiz.es/api/datos/miradores/52.csv
36.7459355431223,-5.803335373816183,MIrador de Abades,ARCOS DE LA FRONTERA,http://apirtod.dipucadiz.es/api/datos/miradores/51.csv
36.747758611706516,-5.806738486105644,Peña Nueva,ARCOS DE LA FRONTERA,http://apirtod.dipucadiz.es/api/datos/miradores/50.csv
36.75233047570578,-5.808680306714632,Santa Isabel,ARCOS DE LA FRONTERA,http://apirtod.dipucadiz.es/api/datos/miradores/49.csv
36.74594692978856,-5.823064668077428,Cerro de María,ARCOS DE LA FRONTERA,http://apirtod.dipucadiz.es/api/datos/miradores/48.csv
36.75825257411576,-5.3628695211929776,El Tajo,GRAZALEMA,http://apirtod.dipucadiz.es/api/datos/miradores/47.csv
36.85205090691115,-5.3256533874744525,La Ladera,GASTOR (EL),http://apirtod.dipucadiz.es/api/datos/miradores/46.csv
36.61690437891024,-6.05813364129658,Laguna de Medina 2,JEREZ DE LA FRONTERA,http://apirtod.dipucadiz.es/api/datos/miradores/45.csv
36.08949062444909,-5.81201298510319,Cabo de Gracia,TARIFA,http://apirtod.dipucadiz.es/api/datos/miradores/44.csv
36.090321327735154,-5.809848318301952,Faro Camarinal,TARIFA,http://apirtod.dipucadiz.es/api/datos/miradores/43.csv
36.626653283391875,-6.378137817457929,Pinar de Rota,ROTA,http://apirtod.dipucadiz.es/api/datos/miradores/42.csv
36.64365747777853,-6.392486430758835,Playa de Punta Candor,ROTA,http://apirtod.dipucadiz.es/api/datos/miradores/41.csv
36.81205867793594,-5.395963743500106,La Garganta Verde,ZAHARA,http://apirtod.dipucadiz.es/api/datos/miradores/40.csv
36.806572473416935,-5.391266527311746,Puerto de los Acebuches,ZAHARA,http://apirtod.dipucadiz.es/api/datos/miradores/39.csv
36.31501017294488,-5.4546455951542265,La Calzada,CASTELLAR DE LA FRONTERA,http://apirtod.dipucadiz.es/api/datos/miradores/38.csv
36.530921059384,-6.2301340002318994,Punta de los Saboneses,PUERTO DE SANTA MARIA (EL),http://apirtod.dipucadiz.es/api/datos/miradores/32.csv
36.403025574790036,-6.217591503419989,Del Castillo de Sancti Petri,SAN FERNANDO,http://apirtod.dipucadiz.es/api/datos/miradores/31.csv
36.30535066456535,-5.4595394701591795,La Almoraima,CASTELLAR DE LA FRONTERA,http://apirtod.dipucadiz.es/api/datos/miradores/30.csv
36.089176103932765,-5.78085879543224,Duna de Bolonia,TARIFA,http://apirtod.dipucadiz.es/api/datos/miradores/29.csv
36.50918123471141,-6.152684412179523,Salina Esperanza,PUERTO REAL,http://apirtod.dipucadiz.es/api/datos/miradores/28.csv
36.3294080655292,-6.156866574969767,Los Enebros,CONIL DE LA FRONTERA,http://apirtod.dipucadiz.es/api/datos/miradores/27.csv
36.897522165708125,-5.393507022331492,De Levante,ALGODONALES,http://apirtod.dipucadiz.es/api/datos/miradores/25.csv
36.66750904436842,-5.448062560385428,Antigua Viña del Perro,UBRIQUE,http://apirtod.dipucadiz.es/api/datos/miradores/56.csv
36.84301209082807,-5.393079714329438,Peñón de la Horca,ZAHARA,http://apirtod.dipucadiz.es/api/datos/miradores/58.csv
36.841644773807396,-5.38887133322383,Mirador,ZAHARA,http://apirtod.dipucadiz.es/api/datos/miradores/57.csv
36.92304149765545,-5.547356041563054,Mirador,PUERTO SERRANO,http://apirtod.dipucadiz.es/api/datos/miradores/59.csv
